"school","league","division","state","roster_link"
"Arkansas Tech University","NCAA","2","AR","https://arkansastechsports.com/sports/baseball/roster/2023"
"University of Arkansas, Fort Smith","NCAA","2","AR","https://uafortsmithlions.com/sports/baseball/roster/2023"
"University of Arkansas, Monticello","NCAA","2","AR","https://www.uamsports.com/sports/baseball/roster/2023"
"Ashland University","NCAA","2","OH","https://goashlandeagles.com/sports/baseball/roster/2023"
"Assumption University","NCAA","2","MA","https://assumptiongreyhounds.com/sports/baseball/roster/2023"
"Auburn University at Montgomery","NCAA","2","AL","https://aumathletics.com/sports/baseball/roster/2023"
"Augusta University","NCAA","2","GA","https://augustajags.com/sports/baseball/roster/2023"
"Augustana University","NCAA","2","SD","https://goaugie.com/sports/baseball/roster/2023"
"Azusa Pacific University","NCAA","2","CA","https://athletics.apu.edu/sports/baseball/roster/2023"
"Barry University","NCAA","2","FL","https://gobarrybucs.com/sports/baseball/roster/2023"
"Barton College","NCAA","2","NC","https://bartonbulldogs.com/sports/baseball/roster/2023"
"Belmont Abbey College","NCAA","2","NC","https://abbeyathletics.prestosports.com/sports/bsb/2022-23/roster"
"Bemidji State University","NCAA","2","MN","https://www.bsubeavers.com/baseball/roster/2023"
"Benedict College","NCAA","2","SC","https://benedicttigers.com/sports/baseball/roster/2023"
"Bentley University","NCAA","2","MA","https://www.bentleyfalcons.com/sports/bsb/2022-23/roster"
"Biola University","NCAA","2","CA","https://athletics.biola.edu/sports/baseball/roster/2023"
"Bloomfield College","NCAA","2","NJ","https://bcbearsathletics.com/sports/baseball/roster/2023"
"Bloomsburg University of Pennsylvania","NCAA","2","PA","https://buhuskies.com/sports/baseball/roster/2023"
"Bluefield State College","NCAA","2","WV","https://gobstate.com/sports/baseball/roster/2022-23"
"University of Bridgeport","NCAA","2","CT","https://www.ubknights.com/sports/bsb/2022-23/roster"
"Caldwell University","NCAA","2","NJ","https://caldwellathletics.com/sports/baseball/roster/2023"
"California State Polytechnic University, Pomona","NCAA","2","CA","https://broncoathletics.com/sports/baseball/roster/2023"
"California State University, Chico","NCAA","2","CA","https://chicowildcats.com/sports/baseball/roster/2023"
"California State University, Dominguez Hills","NCAA","2","CA","https://gotoros.com/sports/baseball/roster/2023"
"California State University, East Bay","NCAA","2","CA","https://eastbaypioneers.com/sports/baseball/roster/2023"
"California State University, Los Angeles","NCAA","2","CA","https://lagoldeneagles.com/sports/baseball/roster/2023"
"California State University, Monterey Bay","NCAA","2","CA","https://otterathletics.com/sports/baseball/roster/2023"
"California State University, San Bernardino","NCAA","2","CA","https://www.csusbathletics.com/sports/baseball/roster/2023"
"California State University, San Marcos","NCAA","2","CA","https://csusmcougars.com/sports/baseball/roster/2023"
"California University of Pennsylvania","NCAA","2","PA","https://calvulcans.com/sports/baseball/roster/2023"
"Cameron University","NCAA","2","OK","https://cameronaggies.com/sports/baseball/roster/2023"
"Carson-Newman University","NCAA","2","TN","https://www.cneagles.com/sports/m-basebl/2022-23/roster"
"Catawba College","NCAA","2","NC","https://www.catawbaathletics.com/sports/bsb/2022-23/roster"
"Cedarville University","NCAA","2","OH","https://yellowjackets.cedarville.edu/sports/baseball/roster/2023"
"University of Central Missouri","NCAA","2","MO","https://ucmathletics.com/sports/baseball/roster/2023"
"University of Central Oklahoma","NCAA","2","OK","https://bronchosports.com/sports/baseball/roster/2023"
"Central Washington University","NCAA","2","WA","https://wildcatsports.com/sports/baseball/roster/2023"
"University of Charleston","NCAA","2","WV","https://ucgoldeneagles.com/sports/baseball/roster/2023"
"Chestnut Hill College","NCAA","2","PA","https://griffinathletics.com/sports/baseball/roster/2023"
"Chowan University","NCAA","2","NC","https://gocuhawks.com/sports/baseball/roster/2023"
"Christian Brothers University","NCAA","2","TN","https://cbubucs.com/sports/baseball/roster/2023"
"Claflin University","NCAA","2","SC","https://athletics.claflin.edu/sports/baseball/roster/2023"
"Clarion University of Pennsylvania","NCAA","2","PA","https://clariongoldeneagles.com/sports/baseball/roster/2023"
"Clark Atlanta University","NCAA","2","GA","https://clarkatlantasports.com/sports/baseball/roster/2023"
"Coker University","NCAA","2","SC","https://www.cokercobras.com/sports/bsb/2022-23/roster"
"Colorado Christian University","NCAA","2","CO","https://ccucougars.com/sports/baseball/roster/2023"
"Colorado Mesa University","NCAA","2","CO","https://cmumavericks.com/sports/baseball/roster/2023"
"Colorado School of Mines","NCAA","2","CO","https://minesathletics.com/sports/baseball/roster/2023"
"Colorado State University Pueblo","NCAA","2","CO","https://gothunderwolves.com/sports/baseball/roster/2023"
"University of Colorado Colorado Springs","NCAA","2","CO","https://gomountainlions.com/sports/baseball/roster/2023"
"Columbus State University","NCAA","2","GA","https://csucougars.com/sports/baseball/roster/2023"
"Concord University","NCAA","2","WV","https://cumountainlions.com/sports/baseball/roster/2023"
"Concordia University Irvine","NCAA","2","CA","https://cuieagles.com/sports/baseball/roster/2023"
"Concordia University, St. Paul","NCAA","2","MN","https://cspbears.com/sports/baseball/roster/2023"
"D'Youville University","NCAA","2","NY","https://athletics.dyc.edu/sports/bsb/2022-23/roster"
"Davenport University","NCAA","2","MI","https://dupanthers.com/sports/baseball/roster/2023"
"Davis & Elkins College","NCAA","2","WV","https://senatornation.com/sports/baseball/roster/2023"
"Delta State University","NCAA","2","MS","https://gostatesmen.com/sports/baseball/roster/2023"
"Dominican College","NCAA","2","NY","https://www.chargerathletics.com/sports/bsb/2022-23/roster"
"Drury University","NCAA","2","MO","https://drurypanthers.com/sports/baseball/roster/2023"
"East Central University","NCAA","2","OK","https://ecutigers.com/sports/baseball/roster/2023"
"East Stroudsburg University of Pennsylvania","NCAA","2","PA","https://esuwarriors.com/sports/baseball/roster/2023"
"Eastern New Mexico University","NCAA","2","NM","https://goeasternathletics.com/sports/baseball/roster/2023"
"Eckerd College","NCAA","2","FL","https://eckerdtritons.com/sports/baseball/roster/2023"
"Edward Waters University","NCAA","2","FL","https://ewutigerpride.com/sports/baseball/roster/2023"
"Embry-Riddle Aeronautical University","NCAA","2","FL","https://erauathletics.com/sports/baseball/roster/2023"
"Emmanuel College","NCAA","2","GA","https://goeclions.com/sports/baseball/roster/2023"
"Emory & Henry College","NCAA","2","VA","https://www.gowasps.com/sports/bsb/2022-23/roster"
"Emporia State University","NCAA","2","KS","https://esuhornets.com/sports/baseball/roster/2023"
"Erskine College","NCAA","2","SC","https://erskinesports.com/sports/baseball/roster/2023"
"Fairmont State University","NCAA","2","WV","https://fightingfalcons.com/sports/baseball/roster/2023"
"Felician University","NCAA","2","NJ","https://www.felicianathletics.com/sports/bsb/2022-23/roster"
"University of Findlay","NCAA","2","OH","https://athletics.findlay.edu/sports/bsb/2022-23/roster"
"Flagler College","NCAA","2","FL","https://flaglerathletics.com/sports/baseball/roster/2023"
"Florida Institute of Technology","NCAA","2","FL","https://floridatechsports.com/sports/baseball/roster/2023"
"Florida Southern College","NCAA","2","FL","https://fscmocs.com/sports/baseball/roster/2023"
"Fort Hays State University","NCAA","2","KS","https://fhsuathletics.com/sports/baseball/roster/2023"
"Francis Marion University","NCAA","2","SC","https://fmupatriots.com/sports/baseball/roster/2023"
"Franklin Pierce University","NCAA","2","NH","https://www.fpuravens.com/sports/bsb/2022-23/roster"
"Fresno Pacific University","NCAA","2","CA","https://www.fpuathletics.com/sports/baseball/roster/2023"
"Frostburg State University","NCAA","2","MD","https://frostburgsports.com/sports/baseball/roster/2023"
"Gannon University","NCAA","2","PA","https://gannonsports.com/sports/baseball/roster/2023"
"Georgia College","NCAA","2","GA","https://www.gcbobcats.com/sports/bsb/2022-23/roster"
"Georgia Southwestern State University","NCAA","2","GA","https://www.gswcanes.com/sports/bsb/2022-23/roster"
"Glenville State University","NCAA","2","WV","https://gscpioneers.com/sports/baseball/roster/2023"
"Goldey-Beacom College","NCAA","2","DE","https://www.gbcathletics.com/sports/baseball/roster/2023"
"Grand Valley State University","NCAA","2","MI","https://gvsulakers.com/sports/baseball/roster/2023"
"Harding University","NCAA","2","AR","https://hardingsports.com/sports/baseball/roster/2023"
"University of Hawai'i at Hilo","NCAA","2","HI","https://hiloathletics.com/sports/baseball/roster/2023"
"Hawai'i Pacific University","NCAA","2","HI","https://hpusharks.com/sports/baseball/roster/2023"
"Henderson State University","NCAA","2","AR","https://hsusports.com/sports/baseball/roster/2023"
"Hillsdale College","NCAA","2","MI","https://www.hillsdalechargers.com/sports/bsb/2022-23/roster"
"Holy Names University","NCAA","2","CA","https://hnuhawks.com/sports/baseball/roster/2023"
"University of Illinois at Springfield","NCAA","2","IL","https://uisprairiestars.com/sports/baseball/roster/2023"
"Indiana University of Pennsylvania","NCAA","2","PA","https://iupathletics.com/sports/baseball/roster/2023"
"University of Indianapolis","NCAA","2","IN","https://athletics.uindy.edu/sports/baseball/roster/2023"
"Jefferson University ","NCAA","2","PA","http://www.jeffersonrams.com/sports/baseball/roster/2023"
"Kentucky State University","NCAA","2","KY","https://ksuthorobreds.com/sports/baseball/roster/2023"
"Kentucky Wesleyan College","NCAA","2","KY","https://kwcpanthers.com/sports/baseball/roster/2023"
"King University","NCAA","2","TN","https://www.kingtornado.com/sports/baseball/roster/2023"
"Kutztown University of Pennsylvania","NCAA","2","PA","https://kubears.com/sports/baseball/roster/2023"
"Lake Erie College","NCAA","2","OH","https://www.lakeeriestorm.com/sports/bsb/2022-23/roster"
"Lander University","NCAA","2","SC","https://landerbearcats.com/sports/baseball/roster/2023"
"Lane College","NCAA","2","TN","https://golcdragons.com/sports/baseball/roster/2023"
"Le Moyne College","NCAA","2","NY","https://lemoynedolphins.com/sports/baseball/roster/2023"
"Lee University","NCAA","2","TN","https://leeuflames.com/sports/baseball/roster/2023"
"LeMoyne-Owen College","NCAA","2","TN","https://athletics.loc.edu/sports/baseball/roster/2023"
"Lenoir-Rhyne University","NCAA","2","NC","https://lrbears.com/sports/baseball/roster/2023"
"Lewis University","NCAA","2","IL","https://lewisflyers.com/sports/baseball/roster/2023"
"Limestone University","NCAA","2","SC","https://golimestonesaints.com/sports/baseball/roster/2023"
"Lincoln Memorial University","NCAA","2","TN","https://lmurailsplitters.com/sports/baseball/roster/2023"
"Lincoln University","NCAA","2","PA","https://lulions.com/sports/baseball/roster/2023"
"Lock Haven University of Pennsylvania","NCAA","2","PA","https://www.golhu.com/sports/baseball/roster/2023"
"Lubbock Christian University","NCAA","2","TX","https://lcuchaps.com/sports/baseball/roster/2023"
"Lynn University","NCAA","2","FL","https://lynnfightingknights.com/sports/bsb/2022-23/roster"
"Malone University","NCAA","2","OH","https://malonepioneers.com/sports/baseball/roster/2023"
"Mansfield University of Pennsylvania","NCAA","2","PA","https://gomounties.com/sports/baseball/roster/2023"
"Mars Hill University","NCAA","2","NC","https://www.marshilllions.com/sports/bsb/2022-23/roster"
"University of Mary","NCAA","2","ND","https://goumary.com/sports/baseball/roster/2023"
"Maryville University","NCAA","2","MO","https://maryvillesaints.com/sports/baseball/roster/2023"
"McKendree University","NCAA","2","IL","https://mckbearcats.com/sports/baseball/roster/2023"
"Mercy College","NCAA","2","NY","https://mercyathletics.com/sports/baseball/roster/2023"
"Mercyhurst University","NCAA","2","PA","https://hurstathletics.com/sports/baseball/roster/2023"
"Metropolitan State University of Denver","NCAA","2","CO","https://roadrunnersathletics.com/sports/baseball/roster/2023"
"Miles College","NCAA","2","AL","https://milesgoldenbears.com/sports/baseball/roster/2023"
"Millersville University of Pennsylvania","NCAA","2","PA","https://millersvilleathletics.com/sports/baseball/roster/2023"
"Minnesota State University, Mankato","NCAA","2","MN","https://msumavericks.com/sports/baseball/roster/2023"
"University of Minnesota, Crookston","NCAA","2","MN","https://goldeneaglesports.com/sports/baseball/roster/2023"
"University of Minnesota Duluth","NCAA","2","MN","https://umdbulldogs.com/sports/baseball/roster/2023"
"Minot State University","NCAA","2","ND","https://msubeavers.com/sports/baseball/roster/2023"
"Mississippi College","NCAA","2","MS","https://www.gochoctaws.com/sports/baseball/roster/2023"
"Missouri University of Science and Technology","NCAA","2","MO","https://minerathletics.com/sports/baseball/roster/2023"
"Missouri Southern State University","NCAA","2","MO","https://mssulions.com/sports/baseball/roster/2023"
"Missouri Western State University","NCAA","2","MO","https://gogriffons.com/sports/baseball/roster/2023"
"University of Missouri-St. Louis","NCAA","2","MO","https://www.umsltritons.com/sports/baseball/roster/2023"
"Molloy College","NCAA","2","NY","https://molloylions.com/sports/baseball/roster/2023"
"Montana State University Billings","NCAA","2","MT","https://msubsports.com/sports/baseball/roster/2023"
"University of Montevallo","NCAA","2","AL","https://montevallofalcons.com/sports/baseball/roster/2023"
"Morehouse College","NCAA","2","GA","https://morehouseathletics.com/sports/baseball/roster/2023"
"University of Mount Olive","NCAA","2","NC","https://umotrojans.com/sports/baseball/roster/2023"
"University of New Haven","NCAA","2","CT","https://newhavenchargers.com/sports/baseball/roster/2023"
"New Mexico Highlands University","NCAA","2","NM","https://nmhuathletics.com/sports/baseball/roster/2023"
"New York Institute of Technology","NCAA","2","NY","https://nyitbears.com/sports/baseball/roster/2023"
"Newberry College","NCAA","2","SC","https://newberrywolves.com/sports/baseball/roster/2023"
"Newman University","NCAA","2","KS","https://newmanjets.com/sports/baseball/roster/2023"
"University of North Carolina at Pembroke","NCAA","2","NC","https://uncpbraves.com/sports/baseball/roster/2023"
"University of North Georgia","NCAA","2","GA","https://ungathletics.com/sports/baseball/roster/2023"
"North Greenville University","NCAA","2","SC","http://www.nguathletics.com/sports/baseball/roster/2023"
"Northeastern State University","NCAA","2","OK","https://goriverhawksgo.com/sports/baseball/roster/2023"
"Northern State University","NCAA","2","SD","https://nsuwolves.com/sports/baseball/roster/2023"
"Northwest Missouri State University","NCAA","2","MO","https://bearcatsports.com/sports/baseball/roster/2023"
"Northwest Nazarene University","NCAA","2","ID","https://nnusports.com/sports/baseball/roster/2023"
"Northwestern Oklahoma State University","NCAA","2","OK","https://riderangersride.com/sports/baseball/roster/2023"
"Northwood University","NCAA","2","MI","https://www.gonorthwood.com/sports/bsb/2022-23/roster"
"Notre Dame College","NCAA","2","OH","https://notredamefalcons.com/sports/baseball/roster/2023"
"Nova Southeastern University","NCAA","2","FL","https://nsusharks.com/sports/baseball/roster/2023"
"Ohio Dominican University","NCAA","2","OH","https://www.ohiodominicanpanthers.com/sports/bsb/2022-23/roster"
"Oklahoma Baptist University","NCAA","2","OK","https://obubison.com/sports/baseball/roster/2023"
"Oklahoma Christian University","NCAA","2","OK","https://oceagles.com/sports/baseball/roster/2023"
"Ouachita Baptist University","NCAA","2","AR","https://obutigers.com/sports/baseball/roster/2023"
"Pace University","NCAA","2","NY","https://paceuathletics.com/sports/baseball/roster/2023"
"Palm Beach Atlantic University","NCAA","2","FL","https://pbasailfish.com/sports/baseball/roster/2023"
"Pittsburg State University","NCAA","2","KS","https://pittstategorillas.com/sports/baseball/roster/2023"
"University of Pittsburgh, Johnstown","NCAA","2","PA","https://pittjohnstownathletics.com/sports/baseball/roster/2023"
"Point Loma Nazarene University","NCAA","2","CA","https://plnusealions.com/sports/baseball/roster/2023"
"Post University","NCAA","2","CT","https://posteagles.com/sports/baseball/roster/2023"
"Purdue University Northwest","NCAA","2","IN","https://pnwathletics.com/sports/baseball/roster/2023"
"Queens College","NCAA","2","NY","https://queensknights.com/sports/baseball/roster/2023"
"Quincy University","NCAA","2","IL","https://quhawks.com/sports/baseball/roster/2023"
"Regis University","NCAA","2","CO","https://regisrangers.com/sports/baseball/roster/2023"
"Rockhurst University","NCAA","2","MO","https://rockhursthawks.com/sports/baseball/roster/2023"
"Rogers State University","NCAA","2","OK","https://rsuhillcats.com/sports/baseball/roster/2023"
"Rollins College","NCAA","2","FL","https://rollinssports.com/sports/baseball/roster/2023"
"Saginaw Valley State University","NCAA","2","MI","https://www.svsucardinals.com/sports/bsb/2022-23/roster"
"Salem University","NCAA","2","WV","https://salemtigers.com/sports/baseball/roster/2023"
"San Francisco State University","NCAA","2","CA","https://sfstategators.com/sports/baseball/roster/2023"
"Savannah State University","NCAA","2","GA","https://ssuathletics.com/sports/baseball/roster/2023"
"University of the Sciences","NCAA","2","PA","https://www.devilsathletics.com/sports/bsb/2022-23/roster"
"Seton Hill University","NCAA","2","PA","https://athletics.setonhill.edu/sports/baseball/roster/2023"
"Shepherd University","NCAA","2","WV","https://shepherdrams.com/sports/baseball/roster/2023"
"Shippensburg University of Pennsylvania","NCAA","2","PA","https://shipraiders.com/sports/baseball/roster/2023"
"Shorter University","NCAA","2","GA","https://goshorterhawks.com/sports/baseball/roster/2023"
"University of Sioux Falls","NCAA","2","SD","https://usfcougars.com/sports/baseball/roster/2023"
"Slippery Rock University of Pennsylvania","NCAA","2","PA","https://rockathletics.com/sports/baseball/roster/2023"
"Sonoma State University","NCAA","2","CA","https://sonomaseawolves.com/sports/baseball/roster/2023"
"University of South Carolina Aiken","NCAA","2","SC","https://pacersports.com/sports/baseball/roster/2023"
"University of South Carolina, Beaufort","NCAA","2","SC","https://uscbathletics.com/sports/baseball/roster/2023"
"Southeastern Oklahoma State University","NCAA","2","OK","https://gosoutheastern.com/sports/baseball/roster/2023"
"Southern Arkansas University","NCAA","2","AR","https://muleriderathletics.com/sports/baseball/roster/2023"
"Southern Connecticut State University","NCAA","2","CT","https://scsuowls.com/sports/baseball/roster/2023"
"Southern Nazarene University","NCAA","2","OK","https://snuathletics.com/sports/baseball/roster/2023"
"Southern New Hampshire University","NCAA","2","NH","https://snhupenmen.com/sports/baseball/roster/2023"
"Southern Wesleyan University","NCAA","2","SC","https://swuathletics.com/sports/baseball/roster/2023"
"Southwest Baptist University","NCAA","2","MO","https://www.sbubearcats.com/sports/baseball/roster/2023"
"Southwest Minnesota State University","NCAA","2","MN","https://smsumustangs.com/sports/baseball/roster/2023"
"Southwestern Oklahoma State University","NCAA","2","OK","https://swosuathletics.com/sports/baseball/roster/2023"
"Spring Hill College","NCAA","2","AL","https://shcbadgers.com/sports/baseball/roster/2023"
"Saint Anselm College","NCAA","2","NH","https://saintanselmhawks.com/sports/baseball/roster/2023"
"Saint Leo University","NCAA","2","FL","https://saintleolions.com/sports/baseball/roster/2023"
"Saint Martin's University","NCAA","2","WA","https://smusaints.com/sports/baseball/roster/2023"
"Saint Michael's College","NCAA","2","VT","https://www.smcathletics.com/sports/bsb/2022-23/roster"
"The College of Saint Rose","NCAA","2","NY","https://gogoldenknights.com/sports/baseball/roster/2023"
"St. Cloud State University","NCAA","2","MN","https://scsuhuskies.com/sports/baseball/roster/2023"
"St. Edward's University","NCAA","2","TX","https://gohilltoppers.com/sports/baseball/roster/2023"
"St. Mary's University","NCAA","2","TX","https://rattlerathletics.com/sports/baseball/roster/2023"
"St. Thomas Aquinas College","NCAA","2","NY","https://www.stacathletics.com/sports/bsb/2022-23/roster"
"California State University, Stanislaus","NCAA","2","CA","https://warriorathletics.com/sports/baseball/roster/2023"
"College of Staten Island","NCAA","2","NY","https://csidolphins.com/sports/baseball/roster/2023"
"University of Tampa","NCAA","2","FL","https://www.tampaspartans.com/sports/bsb/2022-23/roster"
"Texas A&M International University","NCAA","2","TX","https://godustdevils.com/sports/baseball/roster/2023"
"Texas A&M University-Kingsville","NCAA","2","TX","https://javelinaathletics.com/sports/baseball/roster/2023"
"University of Texas, Permian Basin","NCAA","2","TX","https://utpbfalcons.com/sports/baseball/roster/2023"
"University of Texas at Tyler","NCAA","2","TX","https://uttylerpatriots.com/sports/baseball/roster/2023"
"Thomas More University","NCAA","2","KY","https://www.thomasmoresaints.com/sports/bsb/2022-23/roster"
"Tiffin University","NCAA","2","OH","https://www.gotiffindragons.com/sports/bsb/2022-23/roster"
"Trevecca Nazarene University","NCAA","2","TN","https://www.tnutrojans.com/sports/bsb/2022-23/roster"
"Truman State University","NCAA","2","MO","https://trumanbulldogs.com/sports/baseball/roster/2023"
"Tusculum College","NCAA","2","TN","https://www.tusculumpioneers.com/sports/bsb/2022-23/roster"
"Tuskegee University","NCAA","2","AL","https://goldentigersports.com/sports/baseball/roster/2023"
"Union University","NCAA","2","TN","https://uuathletics.com/sports/baseball/roster/2023"
"Upper Iowa University","NCAA","2","IA","https://uiupeacocks.com/sports/baseball/roster/2023"
"Valdosta State University","NCAA","2","GA","https://vstateblazers.com/sports/baseball/roster/2023"
"University of Virginia's College at Wise","NCAA","2","VA","https://uvawisecavs.com/sports/baseball/roster/2023"
"Virginia State University","NCAA","2","VA","https://govsutrojans.com/sports/baseball/roster/2023"
"Walsh University","NCAA","2","OH","https://www.athletics.walsh.edu/sports/bsb/2022-23/roster"
"Washburn University","NCAA","2","KS","https://wusports.com/sports/baseball/roster/2023"
"Wayne State University","NCAA","2","MI","https://wsuathletics.com/sports/baseball/roster/2023"
"Wayne State College","NCAA","2","NE","https://wscwildcats.com/sports/baseball/roster/2023"
"University of West Alabama","NCAA","2","AL","https://uwaathletics.com/sports/baseball/roster/2023"
"West Chester University","NCAA","2","PA","https://wcupagoldenrams.com/sports/baseball/roster/2023"
"University of West Florida","NCAA","2","FL","https://goargos.com/sports/baseball/roster/2023"
"University of West Georgia","NCAA","2","GA","https://uwgsports.com/sports/baseball/roster/2023"
"West Liberty University","NCAA","2","WV","https://hilltoppersports.com/sports/baseball/roster/2023"
"West Texas A&M University","NCAA","2","TX","https://gobuffsgo.com/sports/baseball/roster/2023"
"West Virginia State University","NCAA","2","WV","https://wvsuyellowjackets.com/sports/baseball/roster/2023"
"West Virginia Wesleyan College","NCAA","2","WV","https://wesleyanbobcats.com/sports/baseball/roster/2023"
"Western Oregon University","NCAA","2","OR","https://wouwolves.com/sports/baseball/roster/2023"
"Wheeling Jesuit University","NCAA","2","WV","https://wucardinals.com/sports/baseball/roster/2023"
"William Jewell College","NCAA","2","MO","https://jewellcardinals.com/sports/baseball/roster/2023"
"Wilmington University","NCAA","2","DE","https://wildcats.athletics.wilmu.edu/sports/bsb/2022-23/roster"
"Wingate University","NCAA","2","NC","https://wingatebulldogs.com/sports/baseball/roster/2023"
"Winona State University","NCAA","2","MN","https://winonastatewarriors.com/sports/baseball/roster/2023"
"University of Wisconsin, Parkside","NCAA","2","WI","https://parksiderangers.com/sports/baseball/roster/2023"
"Young Harris College","NCAA","2","GA","https://yhcathletics.com/sports/baseball/roster/2023"
"Adrian College","NCAA","3","MI","https://adrianbulldogs.com/sports/baseball/roster/2023"
"Albertus Magnus College","NCAA","3","CT","https://www.albertusfalcons.com/sports/bsb/2022-23/roster"
"Albion College","NCAA","3","MI","https://gobrits.com/sports/baseball/roster/2023"
"Albright College","NCAA","3","PA","https://albrightathletics.com/sports/baseball/roster/2023"
"Alfred State College","NCAA","3","NY","https://alfredstate.prestosports.com/sports/bsb/2022-23/roster"
"Allegheny College","NCAA","3","PA","https://alleghenygators.com/sports/baseball/roster/2023"
"Alma College","NCAA","3","MI","http://almascots.com/sports/bsb/2022-23/roster"
"Alvernia University","NCAA","3","PA","https://auwolves.com/sports/baseball/roster/2023"
"Amherst College","NCAA","3","MA","https://athletics.amherst.edu/sports/baseball/roster/2023"
"Anderson University","NCAA","3","IN","https://athletics.anderson.edu/sports/bsb/2022-23/roster"
"Anna Maria College","NCAA","3","MA","https://www.goamcats.com/sports/bsb/2022-23/roster"
"Arcadia University","NCAA","3","PA","https://arcadiaknights.com/sports/baseball/roster/2023"
"Asbury University","NCAA","3","KY","https://asburyeagles.com/sports/baseball/roster/2023"
"Augsburg College","NCAA","3","MN","https://athletics.augsburg.edu/sports/baseball/roster/2023"
"Augustana College","NCAA","3","IL","https://athletics.augustana.edu/sports/baseball/roster/2023"
"Aurora University","NCAA","3","IL","https://athletics.aurora.edu/sports/baseball/roster/2023"
"Austin College","NCAA","3","TX","https://austin.prestosports.com/sports/bsb/2022-23/roster"
"Averett University","NCAA","3","VA","https://averettcougars.com/sports/baseball/roster/2023"
"Babson College","NCAA","3","MA","https://www.babsonathletics.com/sports/m-basebl/2022-23/roster"
"Baldwin Wallace University","NCAA","3","OH","https://www.bwyellowjackets.com/sports/bsb/2022-23/roster"
"Bard College","NCAA","3","NY","https://bardathletics.com/sports/baseball/roster/2023"
"Baruch College","NCAA","3","NY","https://athletics.baruch.cuny.edu/sports/baseball/roster/2023"
"Bates College","NCAA","3","ME","https://gobatesbobcats.com/sports/baseball/roster/2023"
"Belhaven University","NCAA","3","MS","https://blazers.belhaven.edu/roster.aspx?path=baseball"
"Beloit College","NCAA","3","WI","https://beloitcollegeathletics.com/sports/baseball/roster/2023"
"Benedictine University","NCAA","3","IL","https://benueagles.com/sports/baseball/roster/2023"
"Berea College","NCAA","3","KY","https://bereaathletics.com/sports/baseball/roster/2023"
"Berry College","NCAA","3","GA","https://www.berryvikings.com/sports/baseball/roster/2023"
"Bethany College","NCAA","3","WV","https://www.bethanybison.com/sports/bsb/2022-23/roster"
"Bethany Lutheran College","NCAA","3","MN","https://blcvikings.com/sports/baseball/roster/2023"
"Bethel University","NCAA","3","MN","https://athletics.bethel.edu/sports/baseball/roster/2023"
"Birmingham-Southern College","NCAA","3","AL","https://bscsports.net/sports/baseball/roster/2023"
"Blackburn College","NCAA","3","IL","https://www.blackburnbeavers.com/sports/bsb/2022-23/roster"
"Bluffton University","NCAA","3","OH","http://blufftonbeavers.com/sports/bsb/2022-23/roster"
"Bob Jones University","NCAA","3","SC","https://www.bjubruins.com/sports/baseball/roster/2023"
"Bowdoin College","NCAA","3","ME","https://athletics.bowdoin.edu/sports/baseball/roster/2023"
"Brandeis University","NCAA","3","MA","https://www.brandeisjudges.com/sports/bsb/2022-23/roster"
"Brevard College","NCAA","3","NC","https://bctornados.com/sports/bsb/2022-23/roster"
"Bridgewater College","NCAA","3","VA","https://bridgewatereagles.com/sports/baseball/roster/2023"
"Bridgewater State University","NCAA","3","MA","http://www.bsubears.com/sports/bsb/2022-23/roster"
"College at Brockport","NCAA","3","NY","https://gobrockport.com/sports/baseball/roster/2023"
"Buena Vista University","NCAA","3","IA","https://bvuathletics.com/sports/baseball/roster/2023"
"Cabrini University","NCAA","3","PA","https://cabriniathletics.com/sports/baseball/roster/2023"
"Cairn University","NCAA","3","PA","https://www.cairnhighlanders.com/sports/baseball/roster/2023"
"California Lutheran University","NCAA","3","CA","http://www.clusports.com/sports/bsb/2022-23/roster"
"California Institute of Technology","NCAA","3","CA","https://www.gocaltech.com/sports/bsb/2022-23/roster"
"Calvin College","NCAA","3","MI","https://calvinknights.com/sports/bsb/2022-23/roster"
"State University of New York at Canton","NCAA","3","NY","https://rooathletics.com/sports/baseball/roster/2023"
"Capital University","NCAA","3","OH","https://athletics.capital.edu/sports/baseball/roster/2023"
"Carleton College","NCAA","3","MN","https://athletics.carleton.edu/sports/baseball/roster/2023"
"Carroll University","NCAA","3","WI","https://gopios.com/sports/baseball/roster/2023"
"Carthage College","NCAA","3","WI","https://athletics.carthage.edu/sports/baseball/roster/2023"
"Case Western Reserve University","NCAA","3","OH","https://athletics.case.edu/sports/bsb/2022-23/roster"
"Castleton University","NCAA","3","VT","https://castletonsports.com/sports/baseball/roster/2023"
"Catholic University","NCAA","3","DC","http://www.catholicathletics.com/sports/bsb/2022-23/roster"
"Cazenovia College","NCAA","3","NY","https://cazenoviawildcats.com/sports/baseball/roster/2023"
"Centenary College","NCAA","3","LA","https://www.gocentenary.com/sports/bsb/2022-23/roster"
"Centenary University","NCAA","3","NJ","https://centenarycyclones.com/sports/baseball/roster/2023"
"Central College","NCAA","3","IA","https://athletics.central.edu/sports/baseball/roster/2023"
"Centre College","NCAA","3","KY","https://centrecolonels.com/sports/baseball/roster/2023"
"Chapman University","NCAA","3","CA","https://www.chapmanathletics.com/sports/bsb/2022-23/roster"
"Chatham University","NCAA","3","PA","https://gochathamcougars.com/sports/baseball/roster/2023"
"University of Chicago","NCAA","3","IL","https://athletics.uchicago.edu/sports/bsb/2022-23/roster"
