"school","league","division","state","roster_link"
"Cabrillo","CCCAA","","CA","https://athletics.cabrillo.edu/sports/bsb/2022-23/roster"
"Canada","CCCAA","","CA","https://homeofthecolts.com/sports/bsb/2022-23/roster"
"Canyons","CCCAA","","CA","https://cocathletics.com/sports/bsb/2022-23/roster"
"Cerritos","CCCAA","","CA","https://www.cerritosfalcons.com/sports/bsb/2022-23/roster"
"Cerro Coso","CCCAA","","CA","https://www.cosocoyotes.com/sports/bsb/2022-23/roster"
"Chabot","CCCAA","","CA","http://athletics.chabotcollege.edu/sports/bsb/2022-23/roster"
"Chaffey","CCCAA","","CA","https://www.chaffeypanthers.com/sports/bsb/2022-23/roster"
"Citrus","CCCAA","","CA","https://www.citrusowls.com/sports/bsb/2022-23/roster"
"Compton","CCCAA","","CA","https://www.comptontartars.com/sports/bsb/2022-23/roster"
"Contra Costa","CCCAA","","CA","https://www.cccbca.com/teams/23roster/ContraCosta23.pdf"
"Cosumnes River","CCCAA","","CA","https://www.crchawks.com/sports/bsb/2022-23/roster"
"Cuesta","CCCAA","","CA","https://www.cuestaathletics.com/sports/bsb/2022-23/roster"
"Cypress","CCCAA","","CA","https://cypresschargers.com/sports/bsb/2022-23/roster"
"De Anza","CCCAA","","CA","https://www.deanzasports.com/sports/bsb/2022-23/roster"
"Desert","CCCAA","","CA","https://www.codathletics.com/sports/bsb/2022-23/roster"
"Diablo Valley","CCCAA","","CA","https://www.dvcvikings.com/sports/bsb/2022-23/roster"
"East Los Angeles","CCCAA","","CA","https://www.elacathletics.com/sports/bsb/2022-23/roster"
"El Camino","CCCAA","","CA","https://eccwarriors.com/sports/bsb/2022-23/roster"
"Feather River","CCCAA","","CA","https://athletics.frc.edu/sports/bsb/2022-23/roster"
"Folsom Lake","CCCAA","","CA","https://flcfalcons.com/sports/bsb/2022-23/roster"
"Fresno City","CCCAA","","CA","https://fresnocc.prestosports.com/sports/bsb/2022-23/roster"
"Fullerton","CCCAA","","CA","https://www.fchornets.com/sports/bsb/2022-23/roster"
"Glendale","CCCAA","","CA","https://www.gccathletics.com/sports/bsb/2022-23/roster"
"Golden West","CCCAA","","CA","https://www.gwcathletics.com/sports/bsb/2022-23/roster"
"Grossmont","CCCAA","","CA","https://www.grossmontgriffins.com/sports/bsb/2022-23/roster"
"Hartnell","CCCAA","","CA","https://hartnellpanthers.com/sports/bsb/2022-23/roster"
"Imperial Valley","CCCAA","","CA","http://athletics.imperial.edu/sports/bsb/2022-23/roster"
"Irvine Valley","CCCAA","","CA","https://ivclasers.com/sports/bsb/2022-23/roster"
"LA Harbor","CCCAA","","CA","https://www.lahcathletics.com/sports/bsb/2022-23/roster"
"LA Mission","CCCAA","","CA","https://www.lamcathletics.com/sports/bsb/2022-23/roster"
"LA Pierce","CCCAA","","CA","https://www.piercecollege.edu/departments/athletics/baseball/roster.asp"
"LA Valley","CCCAA","","CA","https://www.lavcathletics.com/sports/bsb/2022-23/roster"
"Laney","CCCAA","","CA","https://www.laneyathletics.com/sports/baseball/roster"
"Lassen","CCCAA","","CA","https://www.lassenathletics.com/sports/bsb/2022-23/roster"
"Long Beach","CCCAA","","CA","https://www.lbccvikings.com/sports/bsb/2022-23/roster"
"Los Medanos","CCCAA","","CA","https://www.losmedanos.edu/baseball/files/roster.aspx"
"Marin","CCCAA","","CA","https://athletics.marin.edu/sports/bsb/2022-23/roster"
"Mendocino","CCCAA","","CA","https://www.mendoeagles.com/sports/bsb/2022-23/roster"
"Merced","CCCAA","","CA","https://www.mccd.edu/athletics/mens/baseball/roster.html"
"Mission","CCCAA","","CA","https://missionsaints.com/sports/bsb/2022-23/roster"
"Modesto","CCCAA","","CA","http://www.athletics.mjc.edu/sports/bsb/2022-23/roster"
"Monterey Peninsula","CCCAA","","CA","https://www.athletics.mpc.edu/teams/men-s-sports/baseball/team-roster"
"Moorpark","CCCAA","","CA","https://www.moorparkcollegeathletics.com/sports/bsb/2022-23/roster"
"Mt. San Antonio","CCCAA","","CA","https://www.mtsacathletics.com/sports/bsb/2022-23/roster"
"Mt. San Jacinto","CCCAA","","CA","https://msjc.prestosports.com/sports/bsb/2022-23/roster"
"Napa Valley","CCCAA","","CA","https://nvcstorm.com/sports/bsb/2022-23/roster"
"Ohlone","CCCAA","","CA","https://www.ohloneathletics.com/sports/bsb/2022-23/roster"
"Orange Coast","CCCAA","","CA","https://www.occpirateathletics.com/sports/bsb/2022-23/roster"
"Oxnard","CCCAA","","CA","https://www.occondors.com/sports/bsb/2022-23/roster"
"Palomar","CCCAA","","CA","https://palomar.prestosports.com/sports/bsb/2022-23/roster"
"Pasadena City","CCCAA","","CA","https://pcclancers.com/sports/bsb/2022-23/roster"
"Porterville","CCCAA","","CA","http://portervillepirates.com/sports/bsb/2022-23/roster"
"Redwoods","CCCAA","","CA","https://www.redwoods.edu/sports/baseball#Roster"
"Reedley","CCCAA","","CA","https://www.rctigers.com/sports/bsb/2022-23/roster"
"Rio Hondo","CCCAA","","CA","https://athletics.riohondo.edu/sports/bsb/2022-23/roster"
"Riverside","CCCAA","","CA","https://www.rccathletics.com/sports/bsb/2022-23/roster"
"Sacramento City","CCCAA","","CA","https://www.sccpanthers.com/sports/bsb/2022-23/roster"
"Saddleback","CCCAA","","CA","https://saddlebackcollegeathletics.com/sports/bsb/2022-23/roster"
"San Bernardino Valley","CCCAA","","CA","https://sbvcathletics.com/sports/bsb/2022-23/roster"
"San Diego City","CCCAA","","CA","https://www.sdcityknights.com/sports/bsb/2022-23/roster"
"San Diego Mesa","CCCAA","","CA","https://www.gosdmesa.com/sports/bsb/2022-23/roster"
"San Francisco","CCCAA","","CA","https://ccsfathletics.com/sports/bsb/2022-23/roster"
"San Joaquin Delta","CCCAA","","CA","https://www.deltacollegeathletics.com/sports/bsb/2022-23/roster"
"San Mateo","CCCAA","","CA","https://csmbulldogs.com/sports/bsb/2022-23/roster"
"Santa Ana","CCCAA","","CA","https://www.sacdons.com/sports/bsb/2022-23/roster"
"Santa Barbara","CCCAA","","CA","https://www.sbccvaqueros.com/sports/bsb/2022-23/roster"
"Santa Rosa","CCCAA","","CA","http://srjcathletics.com/sports/bsb/2022-23/roster"
"Sequoias","CCCAA","","CA","http://cosgiants.com/sports/bsb/2022-23/roster"
"Shasta","CCCAA","","CA","https://www.shastacollegeathletics.com/sports/bsb/2022-23/roster"
"Sierra","CCCAA","","CA","https://athletics.sierracollege.edu/sports/bsb/2022-23/roster"
"Siskiyous","CCCAA","","CA","https://coseagles.com/sports/bsb/2022-23/roster"
"Skyline","CCCAA","","CA","https://www.skylinecollegeathletics.com/sports/bsb/2022-23/roster"
"Solano","CCCAA","","CA","https://solanoathletics.com/sports/bsb/2022-23/roster"
"Southwestern","CCCAA","","CA","https://www.southwesternjaguars.com/sports/bsb/2022-23/roster"
"Taft","CCCAA","","CA","https://athletics.taftcollege.edu/sports/bsb/2022-23/roster"
"Ventura","CCCAA","","CA","https://ventura.prestosports.com/sports/bsb/2022-23/roster"
"Victor Valley","CCCAA","","CA","https://athletics.vvc.edu/sports/bsb/2022-23/roster"
"West Hills Coalinga","CCCAA","","CA","https://www.westhillsfalcons.com/sports/bsb/2022-23/roster"
"West LA","CCCAA","","CA","https://www.westlacollegeathletics.com/sports/bsb/2022-23/roster"
"West Valley","CCCAA","","CA","https://athletics.westvalley.edu/sports/bsb/2022-23/roster"
"Yuba","CCCAA","","CA","https://yc.yccd.edu/athletics/sports/baseball/player-roster/"
"Bellevue","NWAC","","WA","https://www.bellevuecollege.edu/athletics/sports/baseball/roster/"
"Big Bend","NWAC","","WA","https://bigbend.prestosports.com/sports/bsb/2022-23/roster"
"Blue Mountain","NWAC","","OR","https://bmcctimberwolves.com/sports/bsb/2022-23/roster"
"Centralia","NWAC","","WA","https://centraliablazers.com/sports/bsb/2022-23/roster"
"Chemeketa","NWAC","","OR","https://www.chemeketa.edu/athletics/baseball/"
"Clackamas","NWAC","","OR","https://www.clackamascougars.com/sports/bsb/2022-23/roster"
"Clark","NWAC","","WA","https://clarkpenguins.com/sports/baseball/roster/2023"
"Columbia Basin","NWAC","","WA","https://cbchawks.com/sports/baseball/roster/2023"
"Douglas","NWAC","","BC","https://douglascollegeroyals.ca/sports/bsb/2022-23/roster"
"Edmonds","NWAC","","WA","https://www.edmonds.edu/athletics/baseball/roster.html"
"Everett","NWAC","","WA","https://athletics.everettcc.edu/sports/bsb/2022-23/roster"
"Grays Harbor","NWAC","","WA","https://ghcathletics.com/sports/baseball/roster/2023"
"Lane","NWAC","","OR","https://lanetitans.com/sports/bsb/2022-23/roster"
"Linn-Benton","NWAC","","OR","https://athletics.linnbenton.edu/sports/bsb/2022-23/roster"
"Lower Columbia","NWAC","","WA","https://lccreddevils.com/sports/baseball/roster/2023"
"Mt Hood","NWAC","","OR","https://www.mhcc.edu/Baseball-Roster/"
"Olympic","NWAC","","WA","https://www.olympicrangers.com/sports/bsb/2022-23/roster"
"Pierce","NWAC","","WA","https://pierceraiders.com/sports/baseball/roster/2023"
"SW Oregon","NWAC","","OR","https://swoccathletics.com/sports/baseball/roster/2023"
"Shoreline","NWAC","","WA","https://www.shoreline.edu/athletics/baseball/default.aspx"
"Skagit Valley","NWAC","","WA","https://athletics.skagit.edu/sports/baseball/roster/2023"
"Spokane","NWAC","","WA","https://scc.spokane.edu/Athletics/Sports/Baseball/Roster"
"Tacoma","NWAC","","WA","https://tacomatitans.com/sports/baseball/roster/2023"
"Treasure Valley","NWAC","","OR","https://www.gochuks.com/sports/bsb/2022-23/roster"
"Umpqua","NWAC","","OR","https://www.uccriverhawks.com/sports/bsb/2022-23/roster"
"Walla Walla","NWAC","","WA","https://warriors.wwcc.edu/baseball/roster/"
"Wenatchee Valley","NWAC","","WA","https://www.gowvc.com/sports/bsb/2022-23/roster"
"Yakima Valley","NWAC","","WA","http://www.goyaks.com/sports/baseball/roster/2023"
"Bryant & Stratton - Albany","USCAA","","NY","https://albany.bscbobcats.com/sports/bsb/2022-23/roster"
"Bucks County Community College","USCAA","","PA","http://athletics.bucks.edu/sports/bsb/2022-23/roster"
"Central Maine CC","USCAA","","ME","https://www.cmmustangs.com/sports/bsb/2022-23/roster"
"Central Penn","USCAA","","PA","https://www.centralpennknights.com/sports/bsb/2022-23/roster"
"Christendom College","USCAA","","VA","https://www.christendomathletics.com/sports/bsb/2022-23/roster"
"Cincinnati-Clermont","USCAA","","OH","https://ucclermont.edu/athletics/mensbaseball.html"
"Great Bay C.C.","USCAA","","NH","https://www.gogreatbay.com/sports/bsb/2022-23/roster"
"Kent St.-Tuscarawas","USCAA","","OH","https://www.flyhighgoldeneagles.com/sports/bsb/2022-23/roster"
"Manor College","USCAA","","PA","https://manorbluejays.com/sports/bsb/2022-23/roster"
"Miami Hamilton","USCAA","","OH","https://www.miamioh.edu/regionals/athletics/harriers/mens-sports/baseball/roster/index.html"
"Mid-Atlantic Christian University","USCAA","","NC","https://gomacumustangs.com/sports/bsb/2022-23/roster"
"NHTI","USCAA","","NH","https://www.nhti.edu/athletics/baseball/"
"Penn State Beaver","USCAA","","PA","https://psubeaver.prestosports.com/sports/bsb/2022-23/roster"
"Penn State Brandywine","USCAA","","PA","https://www.psubrandywineathletics.com/sports/bsb/2022-23/roster"
"Penn State DuBois","USCAA","","PA","https://www.psuduboisathletics.com/sports/bsb/2022-23/roster"
"Penn State Fayette","USCAA","","PA","https://www.psfathletics.com/sports/bsb/2022-23/roster"
"Penn State Greater Allegheny","USCAA","","PA","https://www.athleticsga.com/sports/bsb/2022-23/roster"
"Penn State Hazleton","USCAA","","PA","http://athletics.hn.psu.edu/sports/bsb/2022-23/roster"
"Penn State Mont Alto","USCAA","","PA","https://www.psumontaltoathletics.com/sports/bsb/2022-23/roster"
"Penn State New Kensington","USCAA","","PA","https://www.psnkathletics.com/sports/bsb/2022-23/roster"
"Penn State Schuylkill","USCAA","","PA","https://www.psuschuylkillathletics.com/sports/bsb/2022-23/roster"
"Penn State Scranton","USCAA","","PA","https://www.psuscrantonathletics.com/sports/bsb/2022-23/roster"
"Penn State Wilkes-Barre","USCAA","","PA","http://athletics.wb.psu.edu/sports/bsb/2022-23/roster"
"Penn State York","USCAA","","PA","https://pennstateyorksports.com/sports/bsb/2022-23/roster"
"Southern Maine CC","USCAA","","ME","https://www.gosmccseawolves.com/sports/bsb/2022-23/roster"
"St. Thomas (Tex.)","USCAA","","TX","https://ustcelts.com/sports/bsb/2022-23/roster"
"The Apprentice School","USCAA","","VA","https://www.gobuilders.com/sports/bsb/2022-23/roster"
"Vaughn College","USCAA","","PA","https://vaughnwarriors.com/sports/bsb/2022-23/roster"
"Williamson College of the Trades","USCAA","","PA","http://www.williamsonathletics.com/roster/0/2"
"Wright State - Lake Campus","USCAA","","OH","https://www.wsulclakers.com/sports/bsb/2022-23/roster"
"York County Community College","USCAA","","ME","https://yorkcountyhawks.com/sports/bsb/2022-23/roster"
